"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Percentage change (yearly) All property types","Percentage change (yearly) Detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (yearly) Terraced houses","Percentage change (yearly) Flats and maisonettes","Pivotable date"
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-07,73613,monthly,0.2,-0.13,0.7,0.54,-0.62,2019-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-08,78838,monthly,0.24,0.59,0.76,0.86,-1.93,2019-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-09,69020,monthly,0.56,0.13,0.59,1.23,0.06,2019-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-10,74620,monthly,0.44,0.15,1.5,0.82,-1.35,2019-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-11,76702,monthly,0.38,0.31,1.31,0.71,-1.5,2019-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2019-12,70541,monthly,0.7,0.58,1.07,1.49,-0.9,2019-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-01,56603,monthly,1.33,0.5,2.02,2.22,0.03,2020-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-02,56568,monthly,0.95,0.54,1.6,2.0,-1.14,2020-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-03,57626,monthly,2.53,2.4,2.58,3.08,1.77,2020-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-04,23673,monthly,0.72,1.72,1.0,0.91,-1.38,2020-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-05,30798,monthly,1.05,1.52,1.54,0.59,0.35,2020-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-06,46664,monthly,1.99,1.79,2.55,2.89,0.01,2020-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-07,54524,monthly,1.92,2.17,2.65,2.28,-0.1,2020-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-08,56476,monthly,2.64,3.02,3.54,2.51,0.86,2020-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-09,62864,monthly,3.41,4.38,4.27,3.61,0.45,2020-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-10,77907,monthly,4.32,5.5,4.29,5.34,1.15,2020-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-11,76747,monthly,5.87,6.3,5.76,6.92,3.75,2020-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2020-12,85705,monthly,6.8,7.95,7.18,7.83,3.06,2020-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-01,64857,monthly,7.54,8.73,7.93,8.23,4.17,2021-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-02,82420,monthly,8.29,9.21,8.8,9.12,4.84,2021-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-03,115873,monthly,8.63,9.57,9.2,9.98,4.31,2021-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-04,73773,monthly,8.55,9.38,9.07,9.31,5.32,2021-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-05,63470,monthly,8.0,9.36,8.57,9.42,2.91,2021-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-06,145089,monthly,13.37,15.13,13.5,15.08,7.97,2021-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-07,46709,monthly,5.73,7.46,6.44,5.72,2.16,2021-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-08,64198,monthly,8.07,10.1,8.74,8.52,3.33,2021-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-09,112689,monthly,11.11,12.29,12.1,12.32,5.83,2021-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-10,47410,monthly,7.58,11.53,8.22,6.27,2.93,2021-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-11,60199,monthly,8.28,11.49,9.5,7.21,3.35,2021-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2021-12,65784,monthly,7.85,10.28,8.74,7.75,3.02,2021-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-01,50870,monthly,8.89,11.65,10.01,8.51,3.6,2022-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-02,57299,monthly,9.04,11.51,9.94,8.11,5.54,2022-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-03,62998,monthly,8.3,11.64,9.65,7.17,2.93,2022-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-04,55608,monthly,10.56,12.85,11.73,10.39,5.42,2022-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-05,55618,monthly,12.29,14.79,13.17,11.8,7.78,2022-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-06,53824,monthly,6.28,7.95,7.48,5.26,3.44,2022-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-07,60366,monthly,14.88,16.34,15.92,16.09,8.98,2022-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-08,61845,monthly,12.65,13.84,13.14,13.29,8.84,2022-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-09,58713,monthly,9.43,11.41,10.34,9.04,5.37,2022-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-10,52334,monthly,12.69,12.17,13.93,14.21,8.54,2022-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-11,,monthly,11.1,11.25,11.83,12.23,7.55,2022-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2022-12,,monthly,10.26,10.66,11.53,10.02,7.75,2022-12-01
